ID_transaccion,proveedor_id,fecha_factura,fecha_vencimiento,monto,condiciones_pago,estado_pago,dias_credito,descuento_pronto_pago,penalizacion_mora,metodo_pago,aprobador,duplicate_has_anomaly,duplicate_type,duplicate_description,format_has_anomaly,format_type,format_description,temporal_has_anomaly,temporal_type,temporal_description,business_rules_has_anomaly,business_rules_type,business_rules_description,approver_has_anomaly,approver_type,approver_description,amount_has_anomaly,amount_type,amount_description,discount_penalty_has_anomaly,discount_penalty_type,discount_penalty_description,cross_consistency_has_anomaly,cross_consistency_type,cross_consistency_description,total_anomalies,has_any_anomaly
61,1091,2022-04-09,2023-06-25,1231.43,60 días,Retrasado,90,10,0,Efectivo,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (442 días) vs esperada (60 días): 382 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
62,1059,2022-12-27,2023-07-07,7671.53,60 días,Pendiente,60,5,1,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (192 días) vs esperada (60 días): 132 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-07-07),2,True
63,1070,2022-02-05,2023-01-29,6821.09,60 días,Pendiente,30,0,0,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (358 días) vs esperada (60 días): 298 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-01-29),3,True
64,1043,2022-01-24,2023-04-26,7752.57,90 días,Retrasado,30,0,2,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (457 días) vs esperada (90 días): 367 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,False,,,2,True
65,1007,2022-12-05,2023-08-22,9519.28,30 días,Pendiente,30,0,1,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (260 días) vs esperada (30 días): 230 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-08-22),2,True
66,1046,2022-04-27,2023-06-20,7787.24,60 días,Retrasado,60,0,0,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (419 días) vs esperada (60 días): 359 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
67,1034,2022-05-29,2023-10-15,6152.23,60 días,Retrasado,30,10,2,Efectivo,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (504 días) vs esperada (60 días): 444 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
68,1077,2022-02-10,2023-11-15,8587.36,60 días,Pagado,60,0,2,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (643 días) vs esperada (60 días): 583 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),3,True
69,1080,2022-04-30,2023-11-05,6765.14,30 días,Retrasado,90,5,1,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (554 días) vs esperada (30 días): 524 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
70,1035,2022-02-21,2023-09-01,4140.38,60 días,Pagado,30,5,1,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (557 días) vs esperada (60 días): 497 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),4,True
71,1049,2022-07-14,2023-12-04,8867.64,60 días,Retrasado,60,10,1,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (508 días) vs esperada (60 días): 448 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),3,True
72,1003,2022-05-23,2023-07-07,2296.81,90 días,Pendiente,30,0,0,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (410 días) vs esperada (90 días): 320 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-07-07),3,True
73,1001,2022-08-21,2023-08-21,7174.95,30 días,Retrasado,90,10,1,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (365 días) vs esperada (30 días): 335 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
74,1005,2022-11-22,2023-03-01,8827.48,90 días,Pendiente,30,10,2,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (99 días) vs esperada (90 días): 9 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-03-01),3,True
75,1053,2022-07-06,2023-02-20,7340.03,30 días,Pagado,90,10,2,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (229 días) vs esperada (30 días): 199 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
76,1003,2022-03-25,2023-12-05,7003.03,30 días,Pendiente,30,0,1,Cheque,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (620 días) vs esperada (30 días): 590 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-12-05),2,True
77,1053,2022-07-09,2023-04-25,7551.12,30 días,Retrasado,60,5,1,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (290 días) vs esperada (30 días): 260 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
78,1092,2022-07-01,2023-01-03,4704.05,90 días,Pendiente,90,5,2,Cheque,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (186 días) vs esperada (90 días): 96 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-01-03),2,True
79,1062,2022-04-18,2023-06-25,8754.29,90 días,Pagado,30,10,0,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (433 días) vs esperada (90 días): 343 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,False,,,2,True
80,1017,2022-12-10,2023-07-02,2114.02,90 días,Pendiente,90,10,2,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (204 días) vs esperada (90 días): 114 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-07-02),2,True
81,1089,2022-05-17,2023-11-22,1361.13,90 días,Pendiente,90,5,2,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (554 días) vs esperada (90 días): 464 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-11-22),2,True
82,1043,2022-12-26,2023-05-31,2926.54,60 días,Retrasado,60,5,2,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (156 días) vs esperada (60 días): 96 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),3,True
83,1033,2022-12-16,2023-10-09,5362.62,60 días,Retrasado,60,0,1,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (297 días) vs esperada (60 días): 237 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
84,1073,2022-11-28,2023-09-26,5154.56,60 días,Pendiente,60,10,0,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (302 días) vs esperada (60 días): 242 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-09-26),2,True
85,1061,2022-02-06,2023-07-12,8223.93,30 días,Pagado,60,0,0,Cheque,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (521 días) vs esperada (30 días): 491 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,False,,,2,True
86,1099,2022-11-08,2023-12-27,4105.23,60 días,Pendiente,90,5,1,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (414 días) vs esperada (60 días): 354 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-12-27),3,True
87,1013,2022-11-22,2023-02-25,4895.01,30 días,Pagado,90,5,2,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (95 días) vs esperada (30 días): 65 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
88,1094,2022-03-29,2023-01-25,232.34,90 días,Pagado,30,5,1,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (302 días) vs esperada (90 días): 212 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),4,True
89,1047,2022-10-01,2023-03-27,4156.42,30 días,Pagado,30,5,1,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (177 días) vs esperada (30 días): 147 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),3,True
90,1014,2022-05-06,2023-09-11,11194.089926369894,30 días,Pendiente,30,0,0,Transferencia,Charlie,False,,,True,FORMAT_ANOMALY,Monto con 12 decimales,True,TEMPORAL_ANOMALY,Diferencia real (493 días) vs esperada (30 días): 463 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-09-11),3,True
91,1071,2022-03-25,2023-03-14,253.53,60 días,Pagado,60,5,0,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (354 días) vs esperada (60 días): 294 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
92,1077,2022-08-25,2023-07-30,2880.73,90 días,Pendiente,90,10,1,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (339 días) vs esperada (90 días): 249 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-07-30),2,True
93,1086,2022-07-14,2023-02-25,2158.77,90 días,Pagado,90,5,1,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (226 días) vs esperada (90 días): 136 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),3,True
94,1061,2022-05-19,2023-05-12,515.66,60 días,Pagado,30,10,0,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (358 días) vs esperada (60 días): 298 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,False,,,2,True
95,1039,2022-11-24,2023-11-10,4844.67,90 días,Pendiente,30,5,0,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (351 días) vs esperada (90 días): 261 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-11-10),3,True
96,1084,2022-12-19,2023-04-12,1899.06,90 días,Retrasado,90,0,2,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (114 días) vs esperada (90 días): 24 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
97,1079,2022-10-13,2023-04-08,7456.51,90 días,Retrasado,60,10,1,Cheque,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (177 días) vs esperada (90 días): 87 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
98,1081,2022-04-23,2023-03-04,8494.49,60 días,Pendiente,30,0,2,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (315 días) vs esperada (60 días): 255 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-03-04),3,True
99,1052,2022-12-17,2023-07-22,5501.29,90 días,Pendiente,30,5,2,Transferencia,Unauthorized User,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (217 días) vs esperada (90 días): 127 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,True,ATYPICAL_APPROVER,Aprobador atípico: Unauthorized User. Monto promedio bajo ($4487.87); Nombre sospechoso,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-07-22),4,True
100,1023,2022-06-16,2023-04-22,9818.9,30 días,Retrasado,90,0,2,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (310 días) vs esperada (30 días): 280 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,False,,,2,True
101,1025,2022-01-29,2023-08-24,4559.74,30 días,Retrasado,90,5,0,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (572 días) vs esperada (30 días): 542 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
102,1088,2022-04-28,2023-04-09,5182.35,90 días,Retrasado,30,0,2,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (346 días) vs esperada (90 días): 256 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,False,,,2,True
103,1059,2022-01-17,2023-06-24,9893.26,60 días,Pendiente,30,0,0,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (523 días) vs esperada (60 días): 463 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-06-24),3,True
104,1040,2022-06-11,2023-02-26,2392.33,60 días,Pagado,60,10,0,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (260 días) vs esperada (60 días): 200 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
105,1028,2022-07-25,2023-08-02,9431.2,60 días,Pendiente,60,5,0,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (373 días) vs esperada (60 días): 313 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-08-02),2,True
106,1014,2022-05-18,2023-01-25,524.09,90 días,Retrasado,60,0,1,Cheque,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (252 días) vs esperada (90 días): 162 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,False,,,2,True
107,1044,2022-02-03,2023-11-22,4519.23,90 días,Pagado,60,5,2,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (657 días) vs esperada (90 días): 567 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
108,1064,2022-04-19,2023-12-12,793.03,30 días,Pendiente,30,10,0,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (602 días) vs esperada (30 días): 572 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-12-12),2,True
109,1088,2022-10-18,2023-10-30,7319.42,60 días,Retrasado,30,0,1,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (377 días) vs esperada (60 días): 317 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,False,,,2,True
110,1070,2022-06-11,2023-03-06,6123.25,30 días,Pendiente,-30,5,1,Transferencia,Bob,False,,,True,FORMAT_ANOMALY,Días de crédito negativos: -30,True,TEMPORAL_ANOMALY,Diferencia real (268 días) vs esperada (30 días): 238 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: -30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-03-06),4,True
